area,perimeter,major_axis,minor_axis,eccentricity,convex_area,extent,variety
55855,863.57,356.12,199.7,0.828,56716,0.7219,keswani
69533,983.1,382.6,231.4,0.7964,70281,0.8162,besni
63969,973.21,386.53,210.72,0.8383,64300,0.7558,keswani
115055,1238.53,465.38,314.78,0.7365,116707,0.7517,besni
72522,1012.91,406.73,227.03,0.8297,74206,0.6461,keswani
111288,1305.66,551.73,256.82,0.8851,111496,0.7621,besni
62501,882.57,295.13,269.64,0.4065,62847,0.6622,keswani
57968,902.98,366.88,201.17,0.8363,58972,0.7086,besni
59200,893.87,335.37,224.75,0.7422,59801,0.6718,keswani
81574,1073.95,439.36,236.4,0.8429,83652,0.7352,besni
70083,981.27,383.65,232.59,0.7953,72051,0.7773,keswani
83009,1058.99,376.8,280.5,0.6677,83784,0.6924,besni
66828,1014.61,429.77,197.98,0.8876,67736,0.7269,keswani
93111,1238.34,518.47,228.66,0.8975,94275,0.6938,besni
58113,884.07,318.27,232.48,0.683,59420,0.6987,keswani
62122,981.84,412.34,191.83,0.8852,62790,0.6647,besni
52154,815.31,302.42,219.58,0.6876,52631,0.7518,keswani
110761,1265.64,515.97,273.32,0.8482,112526,0.6894,besni
55594,846.19,327.75,215.97,0.7522,56495,0.7555,keswani
92701,1117.03,447.46,263.78,0.8078,94604,0.5906,besni
51683,853.07,333.69,197.2,0.8067,52100,0.5879,keswani
79321,1054.43,428.14,235.89,0.8345,80637,0.7351,besni
