payment_id,date,vendor,category,amount
P01029,2024-09-13,"Corvin Media",facilities,181.23
P01030,2024-09-03,"Brant Logistics",facilities,44259.86
P01031,2024-06-09,"Gilder Travel",logistics,69.42
P01032,2024-02-27,"Harlow Print",facilities,101.2
P01033,2024-12-27,"Fenwick Legal",services,733.23
P01034,2024-03-12,"Ember IT",facilities,9119.87
P01035,2024-11-13,"Fenwick Legal",logistics,86.3
P01036,2024-10-02,"Brant Logistics",materials,33.62
P01037,2024-08-11,"Fenwick Legal",facilities,2533.53
P01038,2024-12-06,"Delvin Facilities",facilities,21.74
P01039,2024-04-25,"Alder Supply",logistics,12552.03
P01040,2024-01-04,"Fenwick Legal",services,128.57
P01041,2024-02-20,"Corvin Media",services,758.26
P01042,2024-11-12,"Delvin Facilities",facilities,9881.76
P01043,2024-02-20,"Fenwick Legal",materials,117727.41
P01044,2024-04-01,"Fenwick Legal",software,39.97
P01045,2024-09-19,"Harlow Print",facilities,22580.76
P01046,2024-10-27,"Ember IT",logistics,9594.48
P01047,2024-02-02,"Delvin Facilities",services,8297.86
P01048,2024-03-19,"Gilder Travel",services,187606.73
P01049,2024-12-30,"Fenwick Legal",services,34.27
P01050,2024-04-04,"Ember IT",logistics,9288.01
P01051,2024-04-02,"Ember IT",software,171.39
P01052,2024-05-06,"Delvin Facilities",services,59.97
P01053,2024-07-03,"Fenwick Legal",logistics,39097.18
P01054,2024-07-26,"Fenwick Legal",materials,364.61
P01055,2024-06-09,"Harlow Print",software,151094.28
P01056,2024-12-27,"Gilder Travel",logistics,297.84
P01057,2024-11-01,"Corvin Media",logistics,30.41
P01058,2024-05-07,"Ember IT",software,49.02
P01059,2024-08-08,"Fenwick Legal",facilities,9056.92
P01060,2024-09-20,"Gilder Travel",materials,77.24
P01061,2024-11-13,"Fenwick Legal",facilities,7602.79
P01062,2024-02-14,"Alder Supply",materials,1676.32
P01063,2024-03-17,"Corvin Media",logistics,2597.42
P01064,2024-12-01,"Alder Supply",materials,1940.59
P01065,2024-04-01,"Brant Logistics",software,752.43
P01066,2024-03-30,"Fenwick Legal",materials,925.43
P01067,2024-05-26,"Gilder Travel",logistics,115141.29
P01068,2024-06-12,"Alder Supply",facilities,180.46
P01069,2024-04-28,"Delvin Facilities",logistics,24017.27
P01070,2024-09-17,"Fenwick Legal",facilities,31583.75
P01071,2024-10-24,"Alder Supply",materials,1160.19
P01072,2024-09-26,"Harlow Print",software,23.32
P01073,2024-01-24,"Brant Logistics",software,169403.22
P01074,2024-02-19,"Gilder Travel",facilities,52265.92
P01075,2024-07-08,"Ember IT",materials,9636.66
P01076,2024-10-25,"Delvin Facilities",logistics,4444.72
P01077,2024-03-04,"Harlow Print",materials,1485.61
P01078,2024-09-30,"Ember IT",logistics,133108.61
P01079,2024-06-10,"Corvin Media",logistics,50.39
P01080,2024-09-27,"Corvin Media",software,3287.66
P01081,2024-04-24,"Brant Logistics",facilities,100.04
P01082,2024-10-13,"Gilder Travel",logistics,259.63
P01083,2024-06-04,"Alder Supply",facilities,7111.75
P01084,2024-06-15,"Gilder Travel",facilities,112.28
P01085,2024-07-01,"Brant Logistics",materials,1233.44
P01086,2024-07-30,"Alder Supply",services,4207.62
P01087,2024-02-29,"Harlow Print",materials,3609.7
P01088,2024-05-05,"Gilder Travel",software,57303.13
P01089,2024-05-07,"Delvin Facilities",software,13940.75
P01090,2024-05-10,"Corvin Media",materials,126832.93
P01091,2024-02-12,"Delvin Facilities",services,83.78
P01092,2024-08-29,"Delvin Facilities",software,584.22
P01093,2024-02-02,"Fenwick Legal",materials,221.59
P01094,2024-05-21,"Brant Logistics",logistics,59.56
P01095,2024-02-01,"Gilder Travel",facilities,5822.49
P01096,2024-03-20,"Gilder Travel",software,1700.58
P01097,2024-02-06,"Brant Logistics",services,868.3
P01098,2024-09-20,"Brant Logistics",materials,19570.26
P01099,2024-03-22,"Gilder Travel",materials,2450.24
P01100,2024-01-15,"Gilder Travel",facilities,19457.2
P01101,2024-06-25,"Alder Supply",services,13853.94
P01102,2024-02-28,"Gilder Travel",facilities,20895.76
P01103,2024-05-16,"Alder Supply",facilities,78.43
P01104,2024-04-08,"Alder Supply",services,125.72
P01105,2024-01-21,"Fenwick Legal",services,72801.43
P01106,2024-07-09,"Ember IT",software,27852.36
P01107,2024-01-16,"Ember IT",services,129.84
P01108,2024-06-29,"Ember IT",facilities,9173.38
P01109,2024-07-15,"Brant Logistics",logistics,20212.83
P01110,2024-02-16,"Gilder Travel",services,5383.85
P01111,2024-02-07,"Brant Logistics",facilities,1409.21
P01112,2024-10-23,"Alder Supply",facilities,16164.4
P01113,2024-10-12,"Delvin Facilities",software,719.16
P01114,2024-02-22,"Delvin Facilities",logistics,50.23
P01115,2024-04-02,"Ember IT",materials,9227.8
P01116,2024-06-16,"Alder Supply",software,474.18
P01117,2024-03-21,"Fenwick Legal",facilities,31230.33
P01118,2024-06-27,"Ember IT",materials,9267.41
P01119,2024-01-04,"Gilder Travel",services,27672.19
P01120,2024-09-06,"Delvin Facilities",logistics,10973.97
P01121,2024-11-17,"Ember IT",software,9568.23
P01122,2024-08-28,"Ember IT",materials,9525.61
P01123,2024-06-01,"Corvin Media",facilities,5902.95
P01124,2024-11-06,"Harlow Print",software,62850.83
P01125,2024-09-06,"Alder Supply",logistics,208.4
P01126,2024-03-02,"Delvin Facilities",materials,3257.21
P01127,2024-08-09,"Delvin Facilities",services,18250.89
P01128,2024-04-26,"Gilder Travel",services,142.65
P01129,2024-06-24,"Alder Supply",software,136.33
P01130,2024-07-07,"Ember IT",logistics,9474.03
P01131,2024-06-24,"Delvin Facilities",logistics,513.92
P01132,2024-05-29,"Gilder Travel",services,127251.36
P01133,2024-09-01,"Fenwick Legal",facilities,26407.05
P01134,2024-06-21,"Alder Supply",materials,1413.47
P01135,2024-04-04,"Gilder Travel",software,22.08
P01136,2024-11-01,"Brant Logistics",facilities,2055.46
P01137,2024-07-02,"Fenwick Legal",software,18531.68
P01138,2024-09-13,"Alder Supply",facilities,1107.55
P01139,2024-01-08,"Corvin Media",facilities,61646.53
P01140,2024-02-21,"Brant Logistics",materials,17732.63
P01141,2024-01-01,"Gilder Travel",logistics,207.96
P01142,2024-08-11,"Delvin Facilities",software,7514.1
P01143,2024-08-28,"Fenwick Legal",services,109642.77
P01144,2024-11-06,"Fenwick Legal",materials,1103.58
P01145,2024-08-09,"Fenwick Legal",facilities,26051.86
P01146,2024-05-15,"Alder Supply",software,40670.84
P01147,2024-10-04,"Delvin Facilities",services,4447.45
P01148,2024-08-31,"Alder Supply",logistics,8554.23
P01149,2024-04-03,"Fenwick Legal",logistics,74.8
P01150,2024-01-31,"Gilder Travel",materials,1196.28
P01151,2024-02-02,"Gilder Travel",software,497.48
P01152,2024-03-21,"Ember IT",logistics,778.97
P01153,2024-04-21,"Alder Supply",facilities,4730.17
P01154,2024-06-12,"Alder Supply",software,49834.06
P01155,2024-11-18,"Ember IT",materials,9454.78
P01156,2024-02-24,"Alder Supply",facilities,77.74
P01157,2024-11-20,"Harlow Print",software,1804.52
P01158,2024-12-05,"Delvin Facilities",logistics,27502.99
P01159,2024-10-19,"Brant Logistics",facilities,36.84
P01160,2024-09-16,"Ember IT",facilities,9402.68
P01161,2024-04-06,"Corvin Media",materials,90919.29
P01162,2024-03-30,"Ember IT",materials,9880.82
P01163,2024-06-30,"Harlow Print",software,44.31
P01164,2024-11-09,"Harlow Print",software,5412.16
P01165,2024-10-22,"Brant Logistics",software,2487.45
P01166,2024-06-21,"Corvin Media",materials,1111.08
P01167,2024-08-26,"Brant Logistics",facilities,3493.49
P01168,2024-05-05,"Fenwick Legal",facilities,302.29
P01169,2024-01-23,"Delvin Facilities",logistics,86.61
P01170,2024-10-10,"Brant Logistics",facilities,131.02
P01171,2024-04-05,"Corvin Media",software,3715.34
P01172,2024-08-21,"Corvin Media",services,654.45
P01173,2024-11-25,"Gilder Travel",logistics,2300.59
P01174,2024-09-23,"Alder Supply",software,8204.29
P01175,2024-04-21,"Ember IT",services,9783.51
P01176,2024-08-06,"Brant Logistics",services,441.26
P01177,2024-10-27,"Brant Logistics",services,1580.85
P01178,2024-01-11,"Brant Logistics",logistics,565.9
P01179,2024-04-27,"Fenwick Legal",software,33.21
P01180,2024-03-12,"Ember IT",materials,37.51
P01181,2024-05-16,"Fenwick Legal",services,13009.92
P01182,2024-06-27,"Ember IT",facilities,164.14
P01183,2024-01-04,"Ember IT",materials,9218.28
P01184,2024-10-31,"Ember IT",facilities,9314.37
P01185,2024-04-16,"Gilder Travel",software,1047.76
P01186,2024-10-12,"Alder Supply",materials,126955.34
P01187,2024-08-08,"Corvin Media",facilities,1742.24
P01188,2024-01-10,"Fenwick Legal",logistics,6563.63
P01189,2024-05-07,"Corvin Media",logistics,36339.36
P01190,2024-05-09,"Harlow Print",logistics,3025.26
P01191,2024-11-11,"Ember IT",services,9148.91
P01192,2024-01-11,"Brant Logistics",logistics,181938.2
P01193,2024-03-12,"Corvin Media",logistics,126.12
P01194,2024-11-27,"Alder Supply",facilities,57.46
P01195,2024-06-16,"Delvin Facilities",facilities,3732.73
P01196,2024-12-29,"Corvin Media",logistics,6625.54
P01197,2024-10-09,"Ember IT",services,5084.32
P01198,2024-07-09,"Fenwick Legal",facilities,129.96
P01199,2024-06-27,"Fenwick Legal",facilities,11824.88
P01200,2024-07-28,"Harlow Print",logistics,272.78
P01201,2024-10-27,"Brant Logistics",software,14937.89
P01202,2024-05-01,"Fenwick Legal",materials,35273.96
P01203,2024-08-18,"Delvin Facilities",logistics,956.2
P01204,2024-08-06,"Gilder Travel",services,623.8
P01205,2024-06-30,"Harlow Print",facilities,667.54
P01206,2024-10-12,"Corvin Media",services,93959.43
P01207,2024-08-11,"Corvin Media",facilities,242.01
P01208,2024-05-17,"Gilder Travel",services,188458.63
P01209,2024-07-21,"Ember IT",facilities,2566.73
P01210,2024-05-07,"Brant Logistics",logistics,19491.95
P01211,2024-12-03,"Fenwick Legal",software,103489.35
P01212,2024-08-04,"Harlow Print",services,2437.21
P01213,2024-02-05,"Brant Logistics",facilities,82506.15
P01214,2024-03-14,"Alder Supply",materials,35983.28
P01215,2024-10-26,"Harlow Print",materials,380.77
P01216,2024-03-06,"Ember IT",materials,9905.32
P01217,2024-02-02,"Corvin Media",facilities,1733.34
P01218,2024-12-01,"Delvin Facilities",logistics,111.35
P01219,2024-06-02,"Corvin Media",materials,58904.24
P01220,2024-01-14,"Delvin Facilities",software,21.9
P01221,2024-04-08,"Fenwick Legal",software,54887.46
P01222,2024-08-09,"Ember IT",services,141244.23
P01223,2024-04-19,"Gilder Travel",software,14549.08
P01224,2024-03-29,"Alder Supply",facilities,56.77
P01225,2024-05-14,"Gilder Travel",logistics,4166.57
P01226,2024-12-13,"Ember IT",materials,9275.26
P01227,2024-08-21,"Fenwick Legal",services,77.56
P01228,2024-03-10,"Brant Logistics",materials,141299.27
P01229,2024-11-13,"Ember IT",facilities,9871.59
P01230,2024-06-14,"Harlow Print",materials,12074.69
P01231,2024-01-11,"Harlow Print",software,21868.71
P01232,2024-04-13,"Brant Logistics",services,67602.04
P01233,2024-12-21,"Alder Supply",logistics,6392.23
P01234,2024-06-23,"Alder Supply",services,481.64
P01235,2024-12-18,"Alder Supply",services,399.42
P01236,2024-11-13,"Fenwick Legal",materials,162.21
P01237,2024-08-06,"Brant Logistics",materials,29.52
P01238,2024-12-12,"Alder Supply",facilities,116.74
P01239,2024-01-22,"Corvin Media",services,536.78
P01240,2024-01-07,"Gilder Travel",materials,100334.91
P01241,2024-08-11,"Ember IT",software,9307.17
P01242,2024-01-29,"Fenwick Legal",logistics,2385.72
P01243,2024-12-05,"Fenwick Legal",services,41.86
P01244,2024-03-25,"Alder Supply",software,126858.46
P01245,2024-12-29,"Gilder Travel",software,465.04
P01246,2024-11-22,"Fenwick Legal",facilities,15215.99
P01247,2024-12-25,"Alder Supply",materials,5023.63
P01248,2024-12-13,"Corvin Media",software,63.73
P01249,2024-05-03,"Brant Logistics",services,3536.04
P01250,2024-02-08,"Fenwick Legal",materials,21.39
P01251,2024-02-07,"Fenwick Legal",facilities,3383.65
P01252,2024-11-03,"Ember IT",software,9495.56
P01253,2024-10-20,"Delvin Facilities",materials,160910.69
P01254,2024-11-04,"Fenwick Legal",materials,4984.28
P01255,2024-08-15,"Gilder Travel",materials,117997.64
P01256,2024-12-14,"Alder Supply",software,50.27
P01257,2024-05-02,"Harlow Print",materials,154835.16
P01258,2024-06-17,"Fenwick Legal",services,28888.34
P01259,2024-05-24,"Brant Logistics",software,35308.21
P01260,2024-01-29,"Fenwick Legal",facilities,98821.22
P01261,2024-09-25,"Ember IT",services,9203.02
P01262,2024-03-11,"Alder Supply",software,78681.88
P01263,2024-03-28,"Alder Supply",materials,27.32
P01264,2024-12-17,"Fenwick Legal",facilities,2069.67
P01265,2024-02-25,"Alder Supply",software,70.71
P01266,2024-10-15,"Brant Logistics",software,26.34
P01267,2024-08-09,"Alder Supply",facilities,467.73
P01268,2024-11-06,"Delvin Facilities",facilities,50312.18
P01269,2024-04-02,"Fenwick Legal",logistics,69313.83
P01270,2024-07-09,"Harlow Print",logistics,110.42
P01271,2024-12-18,"Alder Supply",logistics,131150.88
P01272,2024-12-12,"Delvin Facilities",logistics,1221.78
P01273,2024-04-29,"Fenwick Legal",services,4318.51
P01274,2024-11-11,"Corvin Media",services,14867.86
P01275,2024-02-26,"Fenwick Legal",services,44521.96
P01276,2024-03-03,"Alder Supply",software,167.45
P01277,2024-11-01,"Ember IT",services,9218.58
P01278,2024-08-29,"Delvin Facilities",services,47.79
P01279,2024-07-03,"Ember IT",software,9409.87
P01280,2024-02-27,"Brant Logistics",materials,20.21
P01281,2024-12-21,"Corvin Media",software,5695.91
P01282,2024-03-04,"Fenwick Legal",services,97.7
P01283,2024-12-26,"Gilder Travel",services,58565.49
P01284,2024-08-27,"Brant Logistics",facilities,336.32
P01285,2024-01-05,"Alder Supply",facilities,120.2
P01286,2024-02-09,"Delvin Facilities",logistics,447.62
P01287,2024-01-31,"Gilder Travel",materials,65891.06
P01288,2024-02-06,"Fenwick Legal",services,40770.66
P01289,2024-11-28,"Ember IT",facilities,9575.44
P01290,2024-05-07,"Gilder Travel",services,159758.14
P01291,2024-01-01,"Corvin Media",services,404.71
P01292,2024-09-05,"Harlow Print",facilities,351.25
P01293,2024-02-20,"Corvin Media",facilities,78.73
P01294,2024-04-20,"Corvin Media",services,72204.39
P01295,2024-08-12,"Brant Logistics",software,114.18
P01296,2024-03-20,"Ember IT",materials,8824
P01297,2024-09-17,"Ember IT",logistics,9919.86
P01298,2024-06-10,"Harlow Print",logistics,326
P01299,2024-07-23,"Gilder Travel",services,1652.87
P01300,2024-10-25,"Gilder Travel",facilities,1372.57
P01301,2024-03-30,"Brant Logistics",services,113.98
P01302,2024-07-12,"Delvin Facilities",software,43.84
P01303,2024-10-06,"Harlow Print",materials,97606.25
P01304,2024-04-13,"Harlow Print",materials,53.09
P01305,2024-12-20,"Alder Supply",facilities,51.03
P01306,2024-11-08,"Alder Supply",facilities,2009.23
P01307,2024-03-13,"Delvin Facilities",facilities,3398.94
P01308,2024-07-06,"Ember IT",materials,25.88
P01309,2024-11-02,"Harlow Print",logistics,841.28
P01310,2024-11-09,"Brant Logistics",software,24347.95
P01311,2024-06-25,"Harlow Print",materials,26.52
P01312,2024-02-16,"Harlow Print",facilities,347.8
P01313,2024-08-05,"Harlow Print",services,2143.25
P01314,2024-01-19,"Ember IT",logistics,119694.32
P01315,2024-03-25,"Alder Supply",software,316.89
P01316,2024-08-24,"Alder Supply",logistics,345.77
P01317,2024-06-09,"Gilder Travel",facilities,152846.35
P01318,2024-09-08,"Harlow Print",software,46.71
P01319,2024-07-12,"Ember IT",software,55883.41
P01320,2024-12-15,"Alder Supply",services,571.61
P01321,2024-04-22,"Brant Logistics",materials,39656.11
P01322,2024-04-24,"Alder Supply",logistics,110699.73
P01323,2024-06-03,"Harlow Print",software,243.41
P01324,2024-07-30,"Corvin Media",facilities,7074.52
P01325,2024-05-07,"Corvin Media",logistics,61477.81
P01326,2024-01-08,"Alder Supply",software,6388.36
P01327,2024-05-19,"Gilder Travel",facilities,9307.73
P01328,2024-01-13,"Fenwick Legal",materials,13650.46
P01329,2024-08-18,"Delvin Facilities",materials,61.57
P01330,2024-04-16,"Ember IT",facilities,9824.49
P01331,2024-01-11,"Ember IT",software,56.51
P01332,2024-11-11,"Brant Logistics",facilities,198.98
P01333,2024-12-25,"Harlow Print",materials,21.48
P01334,2024-06-09,"Alder Supply",facilities,18436.91
P01335,2024-06-21,"Delvin Facilities",materials,28.39
P01336,2024-05-19,"Brant Logistics",materials,15200.93
P01337,2024-05-05,"Ember IT",services,3979.61
P01338,2024-04-18,"Corvin Media",facilities,13551.99
P01339,2024-04-19,"Harlow Print",facilities,28590.1
P01340,2024-02-01,"Harlow Print",logistics,13138.96
P01341,2024-04-01,"Delvin Facilities",materials,2202.94
P01342,2024-04-29,"Harlow Print",services,1361.96
P01343,2024-08-26,"Harlow Print",materials,311.25
P01344,2024-10-22,"Brant Logistics",services,2091.78
P01345,2024-11-28,"Corvin Media",software,27.71
P01346,2024-05-08,"Brant Logistics",software,54672.61
P01347,2024-07-30,"Brant Logistics",software,7989.29
P01348,2024-01-31,"Alder Supply",software,33836.5
P01349,2024-06-27,"Ember IT",software,644.42
P01350,2024-10-20,"Gilder Travel",services,371.87
P01351,2024-01-25,"Brant Logistics",facilities,669.32
P01352,2024-03-20,"Brant Logistics",materials,31026.36
P01353,2024-05-21,"Ember IT",services,9192.07
P01354,2024-09-06,"Corvin Media",facilities,21.57
P01355,2024-10-12,"Alder Supply",software,14467.78
P01356,2024-07-18,"Brant Logistics",facilities,180115.36
P01357,2024-05-09,"Harlow Print",services,5180.85
P01358,2024-08-27,"Alder Supply",materials,41679.35
P01359,2024-10-01,"Fenwick Legal",logistics,29046.46
P01360,2024-08-29,"Delvin Facilities",facilities,3446.18
P01361,2024-05-04,"Corvin Media",software,691.94
P01362,2024-04-23,"Corvin Media",facilities,6561.21
P01363,2024-12-09,"Brant Logistics",logistics,3324.44
P01364,2024-12-08,"Gilder Travel",services,124473.82
P01365,2024-11-11,"Delvin Facilities",facilities,12934.08
P01366,2024-08-05,"Fenwick Legal",software,29.19
P01367,2024-06-28,"Brant Logistics",facilities,648.71
P01368,2024-08-04,"Gilder Travel",logistics,86.07
P01369,2024-09-05,"Brant Logistics",services,331.17
P01370,2024-05-01,"Fenwick Legal",services,10743.33
P01371,2024-04-19,"Brant Logistics",materials,17957.85
P01372,2024-02-26,"Brant Logistics",services,146.59
P01373,2024-06-20,"Fenwick Legal",software,1120.28
P01374,2024-10-31,"Corvin Media",software,38491.17
P01375,2024-02-26,"Alder Supply",facilities,1591.21
P01376,2024-02-11,"Delvin Facilities",services,292.74
P01377,2024-02-01,"Alder Supply",materials,33519.31
P01378,2024-11-15,"Alder Supply",services,3314.16
P01379,2024-12-10,"Gilder Travel",software,41278.97
P01380,2024-06-07,"Brant Logistics",services,43.44
P01381,2024-09-15,"Brant Logistics",materials,12008.31
P01382,2024-11-06,"Gilder Travel",software,33.63
P01383,2024-02-25,"Corvin Media",software,147.28
P01384,2024-02-14,"Fenwick Legal",facilities,4772.1
P01385,2024-01-20,"Brant Logistics",facilities,25.61
P01386,2024-07-04,"Brant Logistics",services,10162.32
P01387,2024-09-27,"Alder Supply",services,84.23
P01388,2024-07-04,"Harlow Print",software,16389.82
P01389,2024-02-29,"Gilder Travel",logistics,92777.63
P01390,2024-05-18,"Ember IT",services,180760.13
P01391,2024-10-22,"Ember IT",materials,9815.23
P01392,2024-10-04,"Gilder Travel",services,69.11
P01393,2024-08-16,"Fenwick Legal",software,975.25
P01394,2024-11-09,"Fenwick Legal",facilities,120.09
P01395,2024-04-05,"Harlow Print",facilities,254.25
P01396,2024-07-01,"Brant Logistics",facilities,45056.61
P01397,2024-02-19,"Harlow Print",services,14379.74
P01398,2024-05-18,"Harlow Print",facilities,62.6
P01399,2024-12-12,"Corvin Media",software,4381.42
P01400,2024-07-16,"Alder Supply",materials,152631.39
P01401,2024-08-17,"Gilder Travel",software,325.49
P01402,2024-04-22,"Fenwick Legal",software,961.22
P01403,2024-09-11,"Gilder Travel",services,64547.17
P01404,2024-01-22,"Corvin Media",logistics,203.49
P01405,2024-03-31,"Delvin Facilities",software,4042.67
P01406,2024-11-13,"Harlow Print",materials,614.85
P01407,2024-07-22,"Corvin Media",facilities,543.71
P01408,2024-08-01,"Harlow Print",software,152.59
P01409,2024-06-21,"Fenwick Legal",software,223.91
P01410,2024-04-20,"Alder Supply",logistics,8338.84
P01411,2024-10-31,"Brant Logistics",services,73.69
P01412,2024-10-05,"Ember IT",logistics,34.57
P01413,2024-04-13,"Fenwick Legal",software,121.55
P01414,2024-07-26,"Corvin Media",facilities,40949.86
P01415,2024-01-31,"Alder Supply",facilities,12431.16
P01416,2024-03-31,"Corvin Media",logistics,1089.13
P01417,2024-02-07,"Corvin Media",facilities,397.01
P01418,2024-03-31,"Ember IT",logistics,9119.07
P01419,2024-07-10,"Harlow Print",services,61786.15
P01420,2024-07-22,"Ember IT",facilities,898.89
P01421,2024-08-10,"Ember IT",materials,9326.9
P01422,2024-12-19,"Harlow Print",services,10707.3
P01423,2024-10-10,"Gilder Travel",services,46899.23
P01424,2024-07-15,"Alder Supply",services,106435.18
P01425,2024-04-18,"Ember IT",services,9555.11
P01426,2024-12-16,"Corvin Media",software,8343.3
P01427,2024-02-09,"Corvin Media",logistics,36.31
P01428,2024-12-04,"Gilder Travel",materials,866.91
P01429,2024-10-05,"Corvin Media",services,123.91
P01430,2024-03-14,"Delvin Facilities",software,96665.9
P01431,2024-06-09,"Fenwick Legal",services,22871.83
P01432,2024-12-20,"Ember IT",facilities,7283.88
P01433,2024-12-05,"Fenwick Legal",services,185.01
P01434,2024-05-01,"Delvin Facilities",services,27879.23
P01435,2024-07-16,"Alder Supply",services,1885
P01436,2024-01-09,"Ember IT",facilities,9256.64
P01437,2024-03-27,"Harlow Print",services,977.93
P01438,2024-06-07,"Harlow Print",facilities,89023.14
P01439,2024-03-24,"Gilder Travel",facilities,79915.92
P01440,2024-07-01,"Brant Logistics",software,2185.43
P01441,2024-08-27,"Gilder Travel",logistics,36.06
P01442,2024-10-11,"Delvin Facilities",materials,49098.06
P01443,2024-12-30,"Ember IT",logistics,513.52
P01444,2024-12-15,"Delvin Facilities",logistics,945.2
P01445,2024-07-19,"Alder Supply",software,3541.67
P01446,2024-05-30,"Gilder Travel",facilities,345.7
P01447,2024-04-05,"Harlow Print",services,14657.59
P01448,2024-12-21,"Corvin Media",software,107503.5
P01449,2024-03-30,"Alder Supply",materials,74140.16
P01450,2024-05-12,"Delvin Facilities",services,788.8
P01451,2024-02-27,"Fenwick Legal",software,61342.46
P01452,2024-07-15,"Fenwick Legal",services,228.68
P01453,2024-01-16,"Delvin Facilities",services,4401.51
P01454,2024-01-09,"Brant Logistics",materials,6335.16
P01455,2024-01-01,"Alder Supply",facilities,330.23
P01456,2024-05-25,"Gilder Travel",services,131939.45
P01457,2024-08-30,"Fenwick Legal",facilities,36490.22
P01458,2024-08-20,"Gilder Travel",services,677.75
P01459,2024-05-04,"Harlow Print",software,497.88
P01460,2024-03-28,"Corvin Media",services,161.8
P01461,2024-02-15,"Ember IT",software,9706.81
P01462,2024-04-25,"Delvin Facilities",materials,3453.01
P01463,2024-11-09,"Harlow Print",logistics,19153.93
P01464,2024-08-19,"Alder Supply",logistics,25.02
P01465,2024-12-27,"Alder Supply",facilities,129.16
P01466,2024-10-15,"Harlow Print",services,197434.84
P01467,2024-01-09,"Delvin Facilities",services,131.48
P01468,2024-10-14,"Brant Logistics",logistics,42119.84
P01469,2024-05-27,"Fenwick Legal",materials,76.71
P01470,2024-03-20,"Alder Supply",materials,35571.84
P01471,2024-03-08,"Alder Supply",logistics,29166.03
P01472,2024-03-23,"Fenwick Legal",materials,4324.3
P01473,2024-02-15,"Ember IT",materials,9354.47
P01474,2024-12-05,"Brant Logistics",logistics,2631.98
P01475,2024-11-05,"Corvin Media",services,147505
P01476,2024-11-26,"Ember IT",facilities,974.09
P01477,2024-08-14,"Delvin Facilities",software,128689.04
P01478,2024-10-31,"Harlow Print",materials,773.28
P01479,2024-08-22,"Brant Logistics",logistics,80.51
P01480,2024-01-29,"Gilder Travel",software,412.95
P01481,2024-03-03,"Corvin Media",services,50.04
P01482,2024-06-25,"Brant Logistics",materials,63426.97
P01483,2024-11-02,"Corvin Media",services,8185.79
P01484,2024-09-11,"Gilder Travel",logistics,878.09
P01485,2024-11-02,"Harlow Print",software,1179.78
P01486,2024-02-26,"Delvin Facilities",facilities,6975.2
P01487,2024-04-29,"Corvin Media",materials,19992.87
P01488,2024-07-31,"Fenwick Legal",software,9225.62
P01489,2024-08-14,"Corvin Media",materials,236.6
P01490,2024-12-21,"Ember IT",services,9615.61
P01491,2024-09-15,"Harlow Print",services,22.34
P01492,2024-07-31,"Delvin Facilities",facilities,1035.92
P01493,2024-03-21,"Delvin Facilities",services,174.39
P01494,2024-01-30,"Alder Supply",services,2406.97
P01495,2024-09-16,"Alder Supply",logistics,27.49
P01496,2024-10-27,"Fenwick Legal",logistics,6282.89
P01497,2024-04-25,"Fenwick Legal",software,48582.88
P01498,2024-01-14,"Corvin Media",facilities,78049.58
P01499,2024-11-29,"Corvin Media",logistics,4983.43
P01500,2024-08-04,"Corvin Media",software,29555.18
P01501,2024-10-02,"Corvin Media",software,55.52
P01502,2024-12-05,"Fenwick Legal",services,114.57
P01503,2024-11-07,"Corvin Media",software,10625.83
P01504,2024-11-02,"Alder Supply",facilities,28.31
P01505,2024-04-15,"Brant Logistics",logistics,1816.7
P01506,2024-11-20,"Harlow Print",logistics,159.4
P01507,2024-06-10,"Brant Logistics",facilities,8113.52
P01508,2024-04-11,"Brant Logistics",logistics,1921.79
P01509,2024-01-18,"Harlow Print",software,730.32
P01510,2024-07-04,"Alder Supply",services,367.8
P01511,2024-02-22,"Gilder Travel",software,66501.8
P01512,2024-01-07,"Alder Supply",services,102666.6
P01513,2024-06-22,"Brant Logistics",logistics,1646.45
P01514,2024-01-02,"Delvin Facilities",facilities,133.25
P01515,2024-09-22,"Fenwick Legal",services,87141.29
P01516,2024-02-13,"Brant Logistics",logistics,26459.42
P01517,2024-04-15,"Corvin Media",materials,28.11
P01518,2024-03-06,"Harlow Print",software,53485.84
P01519,2024-06-15,"Ember IT",services,5203.7
P01520,2024-10-25,"Brant Logistics",services,2262.32
P01521,2024-02-16,"Harlow Print",facilities,20214.91
P01522,2024-07-05,"Harlow Print",materials,46930.91
P01523,2024-06-23,"Brant Logistics",materials,728.12
P01524,2024-01-10,"Fenwick Legal",logistics,50.55
P01525,2024-12-20,"Fenwick Legal",services,41553.48
P01526,2024-08-06,"Gilder Travel",materials,36.67
P01527,2024-09-22,"Brant Logistics",facilities,1766.25
P01528,2024-12-12,"Fenwick Legal",services,10438.11
P01529,2024-12-05,"Harlow Print",software,11307.44
P01530,2024-02-05,"Fenwick Legal",facilities,69.52
P01531,2024-12-10,"Corvin Media",materials,134.08
P01532,2024-10-10,"Ember IT",logistics,9551.24
P01533,2024-04-08,"Ember IT",software,9704.95
P01534,2024-10-26,"Brant Logistics",materials,54324.15
P01535,2024-11-26,"Ember IT",logistics,9256.75
P01536,2024-03-31,"Fenwick Legal",services,27.85
P01537,2024-11-27,"Gilder Travel",facilities,37.72
P01538,2024-10-14,"Gilder Travel",materials,15994.42
P01539,2024-05-15,"Gilder Travel",logistics,98999.67
P01540,2024-10-30,"Harlow Print",logistics,2256.39
P01541,2024-03-30,"Gilder Travel",facilities,105.68
P01542,2024-10-16,"Alder Supply",services,182100.66
