loan_id,credit_score,annual_income,loan_amount,debt_to_income,months_employed,prior_defaults,purpose,defaulted
L01040,656,54800,21300,0.415,70,0,medical,0
L01041,759,52900,33200,0.02,75,0,other,0
L01042,582,49300,21700,0.556,74,0,home_improvement,1
L01043,653,87300,25200,0.363,59,0,medical,1
L01044,765,49400,20900,0.219,43,0,other,0
L01045,645,73400,33100,0.283,60,1,other,1
L01046,544,47200,28500,0.227,0,0,medical,1
L01047,812,45100,24400,0.209,59,1,debt_consolidation,0
L01048,522,83100,60600,0.324,74,0,debt_consolidation,1
L01049,666,14900,3400,0.506,26,0,other,0
L01050,739,52000,33400,0.587,78,0,debt_consolidation,0
L01051,665,14300,6200,0.431,47,2,debt_consolidation,1
L01052,806,56800,22800,0.635,49,0,medical,0
L01053,669,52200,22100,0.452,0,0,other,0
L01054,596,25200,14500,0.431,0,0,other,0
L01055,564,57600,26400,0.294,26,0,vehicle,0
L01056,610,68600,50100,0.371,0,0,home_improvement,1
L01057,640,46400,33300,0.387,0,1,other,1
L01058,677,23000,7100,0.332,44,0,vehicle,1
L01059,656,30000,21900,0.296,8,0,medical,0
L01060,626,55200,21300,0.266,9,0,vehicle,1
L01061,776,29500,6800,0.452,11,0,home_improvement,0
L01062,659,49200,24300,0.546,103,0,other,0
L01063,645,56900,33700,0.267,0,0,medical,0
L01064,717,82200,35600,0.314,111,0,vehicle,0
L01065,840,64000,23600,0.219,5,0,medical,0
L01066,660,97100,33900,0.231,74,0,vehicle,0
L01067,663,64900,24200,0.229,67,0,other,0
L01068,649,67100,15000,0.388,21,0,debt_consolidation,0
L01069,669,54200,33700,0.299,102,0,medical,0
L01070,796,31400,19100,0.353,108,0,home_improvement,0
L01071,574,27400,11600,0.131,91,0,medical,0
L01072,652,32000,4800,0.085,36,0,medical,0
L01073,655,84300,29900,0.299,0,0,debt_consolidation,1
L01074,715,35400,14800,0.359,30,0,vehicle,0
L01075,802,62300,24400,0.268,96,0,medical,0
L01076,684,89500,13900,0.536,8,1,vehicle,1
L01077,700,69100,29200,0.322,72,0,debt_consolidation,0
L01078,705,39200,10600,0.384,50,0,vehicle,1
L01079,704,78800,57500,0.38,64,0,home_improvement,0
L01080,637,144200,84300,0.235,48,0,medical,0
L01081,765,33600,14100,0.379,70,1,medical,1
L01082,634,32200,14200,0.178,50,1,other,0
L01083,735,78100,27600,0.136,19,0,home_improvement,0
L01084,604,41600,30700,0.407,143,0,home_improvement,0
L01085,753,43200,18600,0.27,0,1,medical,1
L01086,677,136300,101800,0.317,28,1,home_improvement,1
L01087,753,82100,28200,0.223,31,0,medical,0
L01088,757,83300,53700,0.472,64,0,debt_consolidation,0
L01089,697,64400,39400,0.024,71,0,medical,0
L01090,840,47100,25400,0.343,41,0,medical,0
L01091,658,60700,10900,0.203,88,0,medical,0
L01092,746,28600,19600,0.171,35,0,vehicle,0
L01093,649,32600,8100,0.205,86,0,other,0
L01094,790,68800,41000,0.132,146,0,other,0
L01095,780,81200,48800,0.585,69,0,debt_consolidation,0
L01096,718,64700,30800,0.456,23,2,debt_consolidation,0
L01097,757,24200,17700,0.304,81,0,other,0
L01098,686,48500,24700,0.546,0,0,debt_consolidation,0
L01099,607,80200,19500,0.095,34,0,debt_consolidation,0
L01100,648,58700,38700,0.261,17,0,other,1
L01101,731,43100,9600,0.431,80,0,other,0
L01102,650,54000,33100,0.377,31,0,medical,0
L01103,835,44800,28400,0.22,107,0,debt_consolidation,0
L01104,680,97700,50100,0.387,22,0,vehicle,0
L01105,655,37700,10800,0.453,99,0,other,0
L01106,702,40000,19700,0.384,54,0,other,0
L01107,606,79700,46400,0.449,34,0,vehicle,1
L01108,840,48200,11200,0.233,55,0,home_improvement,0
L01109,746,122100,68900,0.495,44,2,other,0
L01110,630,22400,6000,0.378,36,0,medical,1
L01111,647,51400,30500,0.147,45,0,medical,0
L01112,619,59000,19300,0.215,50,0,debt_consolidation,0
L01113,574,39500,25800,0.329,26,1,debt_consolidation,1
L01114,662,34000,21500,0.541,76,1,home_improvement,0
L01115,706,90700,20700,0.456,89,0,other,0
L01116,706,40700,29500,0.361,88,0,debt_consolidation,1
L01117,712,30600,17700,0.487,46,0,home_improvement,0
L01118,632,53100,20700,0.416,92,0,medical,0
L01119,767,68300,15300,0.213,25,0,medical,0
L01120,825,115000,18000,0.334,107,0,medical,0
L01121,724,48800,10400,0.409,40,0,home_improvement,0
L01122,585,36200,22200,0.321,72,0,home_improvement,1
L01123,840,42700,25900,0.304,83,0,vehicle,0
L01124,691,25400,8000,0.409,100,0,home_improvement,0
L01125,719,27700,5800,0.213,31,0,debt_consolidation,0
L01126,790,55700,36300,0.329,37,0,medical,0
L01127,770,129800,38100,0.17,86,2,home_improvement,0
L01128,755,58200,15500,0.225,40,0,medical,0
L01129,675,70600,20800,0.432,105,0,debt_consolidation,0
L01130,762,55900,28900,0.31,64,0,vehicle,0
L01131,730,31700,19200,0.236,11,0,vehicle,1
L01132,700,59900,22900,0.223,56,0,medical,0
L01133,734,65000,17900,0.169,103,0,medical,0
L01134,738,81800,13000,0.407,43,2,home_improvement,0
L01135,715,60100,21200,0.137,23,0,medical,0
L01136,723,76100,19700,0.214,20,0,other,0
L01137,640,78800,29200,0.252,62,0,medical,1
L01138,801,34500,23600,0.226,22,0,vehicle,0
L01139,754,46500,20800,0.325,56,0,debt_consolidation,0
L01140,709,31700,16200,0.488,76,0,debt_consolidation,0
L01141,553,57800,9200,0.327,62,0,vehicle,1
L01142,738,55800,27300,0.458,71,0,other,0
L01143,770,66600,19200,0.299,106,0,home_improvement,0
L01144,767,49200,15800,0.318,91,0,home_improvement,0
L01145,711,37400,7500,0.462,35,0,debt_consolidation,1
L01146,709,79000,41200,0.51,110,1,other,0
L01147,684,62100,29800,0.348,95,0,other,0
L01148,763,33300,21800,0.324,10,0,vehicle,1
L01149,621,90900,27700,0.125,0,0,home_improvement,0
L01150,548,112600,42900,0.473,0,0,vehicle,1
L01151,714,34800,23300,0.265,32,0,other,0
L01152,737,48200,7700,0.045,37,0,vehicle,0
L01153,788,50200,30200,0.427,0,0,vehicle,1
L01154,637,45100,31300,0.576,176,0,vehicle,0
L01155,634,37800,12200,0.202,13,0,vehicle,1
L01156,704,32500,5400,0.305,79,0,debt_consolidation,0
L01157,629,83200,44300,0.413,84,0,medical,0
L01158,652,36200,6600,0.535,33,0,medical,1
L01159,733,32900,23400,0.298,89,0,vehicle,0
L01160,685,21100,11900,0.437,128,0,home_improvement,0
L01161,772,54300,22800,0.403,148,0,home_improvement,0
L01162,618,75500,56400,0.431,5,2,home_improvement,1
L01163,619,24400,15000,0.414,67,0,home_improvement,1
L01164,660,55900,41000,0.261,32,0,debt_consolidation,0
L01165,689,48500,20900,0.27,59,0,other,1
L01166,703,124900,56900,0.301,20,0,vehicle,0
L01167,726,42000,12100,0.276,0,0,vehicle,0
L01168,690,36100,21900,0.357,6,0,vehicle,0
L01169,711,35400,6300,0.359,60,0,debt_consolidation,0
L01170,782,52400,28600,0.38,16,0,other,0
L01171,756,67100,49500,0.605,102,0,medical,0
L01172,671,50100,14700,0.293,85,0,other,0
L01173,701,35200,7200,0.65,0,0,vehicle,0
L01174,582,27300,9100,0.373,79,0,debt_consolidation,0
L01175,756,66900,48400,0.483,44,0,vehicle,0
L01176,683,105800,31600,0.157,15,0,vehicle,0
L01177,589,93800,55200,0.415,91,1,other,0
L01178,577,86200,56000,0.635,0,0,other,1
L01179,835,47900,14500,0.32,58,0,home_improvement,0
L01180,840,27400,14600,0.329,38,0,home_improvement,0
L01181,654,88400,60800,0.333,78,0,vehicle,0
L01182,706,72700,17200,0.295,27,0,other,0
L01183,578,52700,19800,0.285,0,1,debt_consolidation,1
L01184,710,30300,18000,0.342,64,2,debt_consolidation,0
L01185,679,45700,12000,0.166,54,0,debt_consolidation,0
L01186,622,61400,15600,0.3,51,0,medical,1
L01187,729,63300,44400,0.629,33,1,debt_consolidation,1
L01188,757,74800,31600,0.21,55,0,vehicle,0
L01189,743,44300,14600,0.418,37,0,home_improvement,0
L01190,732,53600,39100,0.293,0,0,medical,0
L01191,666,31500,16800,0.345,64,0,medical,0
L01192,686,83000,47600,0.407,33,0,debt_consolidation,1
L01193,639,29900,8000,0.372,24,0,home_improvement,0
L01194,690,55600,35000,0.341,0,1,other,1
L01195,680,70800,22900,0.471,57,0,vehicle,0
L01196,655,53000,12800,0.169,0,0,vehicle,0
L01197,694,48800,18900,0.087,73,0,vehicle,0
L01198,676,52400,24900,0.272,42,0,debt_consolidation,0
L01199,695,34300,15300,0.338,40,0,debt_consolidation,0
L01200,675,79800,33200,0.401,12,0,vehicle,1
L01201,685,27600,15300,0.178,83,0,debt_consolidation,0
L01202,752,43100,25900,0.404,52,0,other,0
L01203,619,41800,11400,0.126,87,0,home_improvement,0
L01204,706,37100,9200,0.352,146,0,vehicle,0
L01205,576,55600,22300,0.136,74,0,other,1
L01206,673,48700,28100,0.392,49,0,debt_consolidation,0
L01207,605,118100,67200,0.331,31,0,medical,0
L01208,629,89500,45600,0.377,52,0,home_improvement,1
L01209,752,92800,51400,0.193,90,1,vehicle,0
L01210,638,67500,36200,0.421,49,0,medical,1
L01211,666,37900,26000,0.559,89,1,home_improvement,0
L01212,797,19700,14600,0.423,91,0,other,0
L01213,676,33700,16600,0.214,6,0,vehicle,0
L01214,692,80900,12500,0.294,26,0,home_improvement,0
L01215,718,55400,11400,0.27,23,2,debt_consolidation,0
L01216,609,21400,9700,0.367,27,0,debt_consolidation,1
L01217,624,68900,44700,0.36,53,0,medical,1
L01218,720,50400,29600,0.308,32,0,home_improvement,0
L01219,705,59600,41000,0.441,57,0,vehicle,0
L01220,679,33100,15300,0.456,79,0,other,0
L01221,548,54600,16300,0.477,25,0,medical,1
L01222,687,41500,27000,0.507,53,0,vehicle,0
L01223,725,120500,68600,0.313,6,0,debt_consolidation,0
L01224,637,94000,50100,0.432,108,0,other,0
L01225,615,38400,28500,0.21,77,0,other,0
L01226,728,92200,47400,0.388,57,0,debt_consolidation,0
L01227,840,19000,4000,0.543,32,2,debt_consolidation,0
L01228,608,38800,25400,0.468,11,0,medical,1
L01229,723,79900,46200,0.485,0,0,medical,1
L01230,796,61200,21000,0.225,68,0,medical,0
L01231,840,58700,23100,0.503,0,0,medical,0
L01232,636,35100,14100,0.326,58,0,home_improvement,1
L01233,649,44900,31600,0.117,29,0,medical,0
L01234,635,49800,15300,0.308,83,0,vehicle,0
L01235,553,49100,16400,0.328,94,0,debt_consolidation,0
L01236,700,83200,13400,0.608,37,0,debt_consolidation,1
L01237,718,58100,39500,0.519,0,1,medical,1
L01238,840,92400,40200,0.283,18,0,vehicle,0
L01239,747,55600,19200,0.543,19,0,home_improvement,0
L01240,678,78600,13600,0.459,86,0,other,0
L01241,647,63400,42200,0.334,26,0,other,0
L01242,645,73000,28900,0.129,39,0,medical,1
L01243,738,52400,8800,0.196,32,1,debt_consolidation,0
L01244,670,59500,42900,0.417,17,0,vehicle,1
L01245,720,40700,11800,0.226,74,1,home_improvement,0
L01246,761,51700,21600,0.273,43,0,medical,0
L01247,692,24800,10300,0.39,154,0,other,0
L01248,712,83900,38900,0.386,71,0,debt_consolidation,0
L01249,729,43800,13100,0.407,0,0,home_improvement,0
L01250,805,21500,5100,0.364,52,0,vehicle,0
L01251,579,53000,24500,0.293,79,0,other,0
L01252,715,73500,34300,0.244,40,0,medical,1
L01253,662,40900,30400,0.338,78,1,debt_consolidation,0
L01254,605,21100,12300,0.395,90,0,home_improvement,0
L01255,826,52700,27400,0.257,49,0,medical,0
L01256,711,78900,36300,0.409,150,0,home_improvement,0
L01257,670,62000,43200,0.441,107,0,vehicle,1
L01258,704,28000,12600,0.18,80,1,home_improvement,0
L01259,646,19400,4600,0.473,0,0,home_improvement,1
L01260,687,47700,10500,0.29,133,0,debt_consolidation,0
L01261,752,47500,8200,0.263,69,0,debt_consolidation,0
L01262,652,83000,40100,0.418,59,1,other,0
L01263,795,45700,25600,0.321,50,1,medical,0
L01264,734,26800,9000,0.148,36,0,debt_consolidation,0
L01265,726,61900,25800,0.279,118,0,vehicle,0
L01266,659,48100,20100,0.267,112,0,medical,0
L01267,617,66100,11600,0.089,70,2,home_improvement,0
L01268,648,52600,21100,0.338,65,0,home_improvement,1
L01269,824,52200,35700,0.324,72,0,debt_consolidation,0
L01270,722,64400,40100,0.228,32,2,other,1
L01271,751,64500,18200,0.376,28,2,medical,0
L01272,754,65400,40800,0.02,134,0,medical,0
L01273,678,55900,33700,0.634,0,0,home_improvement,0
L01274,591,50700,21900,0.271,40,0,vehicle,1
L01275,723,21300,7600,0.305,76,0,other,0
L01276,826,71900,16300,0.373,60,0,home_improvement,0
L01277,691,50100,20400,0.207,85,0,home_improvement,0
L01278,506,86100,20600,0.334,69,0,other,1
L01279,695,75300,41100,0.352,5,0,vehicle,0
L01280,791,41500,20500,0.496,57,0,home_improvement,0
L01281,714,29800,19400,0.371,65,0,home_improvement,0
L01282,693,45200,27300,0.091,51,0,vehicle,0
L01283,696,40200,15800,0.508,132,1,medical,1
L01284,674,62800,18100,0.379,54,0,medical,0
L01285,788,25600,18600,0.184,27,0,other,0
L01286,661,19100,10300,0.417,101,0,home_improvement,0
L01287,604,60200,29800,0.513,78,0,home_improvement,0
L01288,580,53600,36800,0.439,57,1,debt_consolidation,1
L01289,683,76400,40600,0.381,80,0,debt_consolidation,0
L01290,733,19000,6400,0.382,57,0,medical,0
L01291,689,116800,68400,0.465,51,0,vehicle,0
L01292,534,43900,21800,0.269,83,0,debt_consolidation,0
L01293,628,37500,24800,0.195,111,0,home_improvement,0
L01294,798,54100,28100,0.145,68,0,medical,0
L01295,707,47300,22000,0.542,79,0,vehicle,0
L01296,600,43300,23000,0.52,0,0,other,0
L01297,698,110400,37300,0.678,74,0,home_improvement,0
L01298,634,30000,20900,0.097,60,0,other,0
L01299,594,47000,32300,0.502,0,0,vehicle,1
L01300,640,45600,10400,0.4,109,0,home_improvement,0
L01301,656,138900,93400,0.42,73,0,medical,0
L01302,660,31600,20900,0.317,20,0,vehicle,0
L01303,728,41600,15000,0.308,79,0,other,0
L01304,624,42600,29200,0.201,47,0,medical,1
L01305,695,156500,26700,0.422,87,0,home_improvement,0
L01306,648,25100,15200,0.238,0,0,home_improvement,0
L01307,678,53100,20600,0.238,25,0,other,1
L01308,734,61800,19800,0.545,0,0,home_improvement,0
L01309,771,18700,12700,0.268,0,0,debt_consolidation,1
L01310,688,47800,16100,0.142,105,1,other,0
L01311,593,43000,11800,0.4,37,0,debt_consolidation,1
L01312,609,84200,47100,0.258,58,0,medical,1
L01313,659,51500,14500,0.392,112,0,home_improvement,0
L01314,730,58400,37700,0.517,103,1,debt_consolidation,0
L01315,693,43900,14300,0.361,34,2,medical,0
L01316,693,54100,35400,0.302,18,0,medical,0
L01317,720,46600,19700,0.453,0,0,vehicle,1
L01318,726,52400,19100,0.201,128,1,other,0
L01319,735,44600,32200,0.56,14,0,home_improvement,1
L01320,688,57900,17400,0.343,61,0,vehicle,0
L01321,748,55100,9500,0.52,143,0,other,0
L01322,763,79400,12700,0.231,106,0,vehicle,0
L01323,780,74800,42400,0.325,61,0,other,0
L01324,749,85300,35900,0.331,75,0,other,0
L01325,823,21000,5300,0.237,0,0,vehicle,1
L01326,701,42400,8900,0.42,92,0,medical,0
L01327,686,41000,20600,0.216,3,0,home_improvement,0
L01328,675,45600,11500,0.355,110,0,debt_consolidation,0
L01329,711,59600,42900,0.4,48,0,vehicle,0
L01330,582,84100,60400,0.446,48,0,debt_consolidation,1
L01331,648,28600,7700,0.35,20,2,debt_consolidation,0
L01332,723,82200,43400,0.379,80,0,other,0
L01333,726,62100,32700,0.34,67,0,medical,0
L01334,677,51300,30800,0.322,154,0,home_improvement,0
L01335,665,84700,25000,0.232,30,0,medical,0
L01336,744,50000,20300,0.153,0,1,medical,0
L01337,668,32400,17300,0.23,112,0,vehicle,1
L01338,687,19900,10100,0.142,84,0,medical,0
L01339,840,79500,14300,0.426,33,0,debt_consolidation,1
L01340,795,70200,27100,0.354,115,0,home_improvement,0
L01341,644,176600,31500,0.081,22,0,vehicle,1
L01342,630,30100,16100,0.428,64,0,home_improvement,0
L01343,796,38500,12100,0.318,57,0,debt_consolidation,0
L01344,643,33600,7900,0.485,30,0,medical,0
L01345,659,32400,21900,0.362,100,0,medical,0
L01346,659,120600,31700,0.276,87,0,home_improvement,0
L01347,703,55000,36000,0.312,0,0,medical,1
L01348,829,46100,12100,0.283,63,0,medical,0
L01349,608,58000,35300,0.392,14,0,debt_consolidation,1
L01350,701,50900,36500,0.336,11,0,other,0
L01351,664,36300,11400,0.376,38,0,debt_consolidation,1
L01352,622,79400,44900,0.611,52,0,medical,0
L01353,778,39700,19600,0.208,81,0,debt_consolidation,0
L01354,710,32200,12600,0.078,16,1,other,0
L01355,646,41100,21600,0.186,64,0,vehicle,0
L01356,687,66400,11700,0.349,98,0,medical,0
L01357,706,29100,12200,0.249,43,0,debt_consolidation,0
L01358,725,46000,15900,0.517,45,0,home_improvement,1
L01359,615,55300,10900,0.219,102,1,home_improvement,0
L01360,569,80100,14100,0.403,60,0,other,1
L01361,755,52100,19700,0.521,95,0,medical,0
L01362,687,126400,36100,0.32,64,0,debt_consolidation,0
L01363,827,35800,13700,0.307,0,0,debt_consolidation,0
L01364,693,89200,21000,0.429,0,0,medical,1
L01365,703,94300,31200,0.291,66,0,home_improvement,0
L01366,643,162400,68400,0.205,37,0,medical,0
L01367,673,60700,34400,0.043,153,0,home_improvement,0
L01368,578,77000,35400,0.298,40,0,medical,1
L01369,612,66500,43700,0.265,16,0,home_improvement,0
L01370,644,66800,10800,0.355,18,0,medical,1
L01371,707,117500,68800,0.219,56,1,vehicle,0
L01372,663,62400,36800,0.163,0,0,debt_consolidation,1
L01373,707,54600,37000,0.275,28,0,debt_consolidation,0
L01374,687,53800,36900,0.236,0,0,home_improvement,0
L01375,676,72200,48300,0.348,57,0,home_improvement,1
L01376,756,100500,63700,0.046,71,0,vehicle,0
L01377,774,42900,17200,0.333,54,0,home_improvement,0
L01378,692,28800,4500,0.383,68,0,home_improvement,0
L01379,690,52900,20900,0.408,112,0,vehicle,0
L01380,706,50300,24300,0.483,71,0,debt_consolidation,0
L01381,670,54100,17500,0.46,94,0,home_improvement,0
L01382,779,63500,34600,0.536,73,0,other,0
L01383,819,89900,32800,0.373,73,0,home_improvement,0
L01384,581,41400,30700,0.342,70,0,home_improvement,1
L01385,736,89300,27700,0.302,12,1,debt_consolidation,0
L01386,705,66000,21300,0.455,44,0,medical,1
L01387,612,71300,51800,0.439,110,0,other,0
L01388,680,37100,25100,0.285,46,0,vehicle,0
L01389,658,40700,20500,0.13,60,0,home_improvement,0
L01390,716,89500,40600,0.353,48,0,debt_consolidation,0
L01391,673,47800,16900,0.189,61,0,debt_consolidation,0
L01392,698,63700,27200,0.365,37,0,other,0
L01393,730,43100,31700,0.249,78,0,other,0
L01394,737,62500,26900,0.351,54,1,vehicle,0
L01395,669,55500,37700,0.474,41,0,debt_consolidation,0
L01396,657,51400,24200,0.291,58,0,home_improvement,1
L01397,757,31500,10800,0.619,57,0,other,0
L01398,703,72600,45500,0.245,95,1,home_improvement,0
L01399,783,59600,43400,0.371,16,0,other,0
L01400,683,39900,7000,0.464,106,0,vehicle,0
L01401,661,71200,31000,0.304,51,0,other,0
L01402,690,28700,20200,0.166,22,0,debt_consolidation,1
L01403,735,54800,17900,0.264,56,0,medical,0
L01404,713,27200,14400,0.34,113,0,other,1
L01405,777,61800,40200,0.169,102,0,debt_consolidation,0
L01406,686,23200,9100,0.213,108,1,medical,1
L01407,786,35600,23800,0.118,67,0,other,0
L01408,661,70200,38100,0.447,0,0,other,1
L01409,695,95400,49700,0.367,33,0,debt_consolidation,0
L01410,667,70300,27600,0.509,56,1,other,0
L01411,552,62100,39200,0.31,63,0,other,0
L01412,706,84000,48700,0.138,37,0,home_improvement,0
L01413,671,118100,45200,0.15,83,0,debt_consolidation,0
L01414,553,91000,29400,0.587,93,1,other,0
L01415,779,50200,14700,0.487,104,0,home_improvement,0
L01416,646,33300,5700,0.395,42,0,debt_consolidation,1
L01417,735,48000,26200,0.378,66,0,medical,0
L01418,818,23900,5800,0.131,87,1,vehicle,0
L01419,650,66300,22700,0.364,8,0,medical,0
L01420,613,26100,18500,0.192,38,0,other,0
L01421,614,98800,29400,0.389,123,0,vehicle,1
L01422,554,29200,17000,0.418,87,0,debt_consolidation,1
L01423,776,31300,13400,0.449,37,0,vehicle,0
L01424,817,41400,9200,0.18,186,0,medical,0
L01425,654,79400,17200,0.237,19,0,debt_consolidation,0
L01426,750,79800,31200,0.21,50,0,vehicle,0
L01427,771,61900,38600,0.389,127,0,other,0
L01428,607,55100,11700,0.301,58,0,medical,0
L01429,640,71700,24300,0.431,32,0,medical,0
L01430,618,73300,41500,0.302,86,0,other,1
L01431,840,42100,16000,0.642,0,0,home_improvement,0
L01432,732,35200,22200,0.479,107,1,medical,0
L01433,701,69000,50100,0.254,68,0,vehicle,0
L01434,788,91500,50100,0.198,89,0,home_improvement,0
L01435,779,23600,5800,0.091,101,0,home_improvement,0
L01436,840,97300,36800,0.331,55,0,medical,0
L01437,718,60800,35700,0.383,74,1,vehicle,0
L01438,610,45200,18400,0.42,116,2,debt_consolidation,0
L01439,674,90300,31300,0.401,28,0,debt_consolidation,0
L01440,678,55000,27300,0.247,120,0,home_improvement,0
L01441,741,53800,25300,0.212,47,0,home_improvement,0
L01442,708,26200,5600,0.056,56,0,other,0
L01443,565,28300,11600,0.167,34,0,other,1
L01444,840,35100,23200,0.399,85,0,vehicle,0
L01445,678,64700,16900,0.365,37,1,other,0
L01446,555,70800,40800,0.403,0,0,medical,0
L01447,647,44400,8100,0.428,71,0,other,0
L01448,645,76100,45900,0.284,81,0,debt_consolidation,0
L01449,659,36300,21400,0.375,22,0,vehicle,1
L01450,724,72800,18000,0.351,86,0,debt_consolidation,0
L01451,597,51000,28700,0.369,27,0,other,0
L01452,756,40700,14200,0.375,38,0,other,1
L01453,709,73600,49100,0.238,15,0,home_improvement,1
L01454,677,41900,22300,0.526,39,0,debt_consolidation,0
L01455,639,49900,14700,0.364,125,0,vehicle,0
L01456,664,31300,9000,0.421,23,0,vehicle,0
L01457,748,52900,38000,0.374,74,0,medical,0
L01458,701,103200,34000,0.288,33,1,vehicle,0
L01459,612,65100,39900,0.185,48,0,home_improvement,0
L01460,687,55500,36800,0.387,46,0,vehicle,0
L01461,577,68700,22300,0.402,0,0,other,1
L01462,618,41500,12100,0.457,33,0,vehicle,1
L01463,635,42500,28800,0.501,66,0,vehicle,1
L01464,683,37200,15000,0.264,131,0,home_improvement,0
L01465,780,42200,12100,0.263,22,0,other,0
L01466,623,25200,14600,0.523,41,2,other,0
L01467,704,25200,16200,0.295,82,0,vehicle,0
L01468,689,98400,50900,0.391,31,0,other,1
L01469,717,89900,62600,0.341,92,0,medical,0
L01470,619,77500,47900,0.199,102,0,vehicle,0
L01471,704,57900,15700,0.413,18,0,home_improvement,0
L01472,647,63900,21500,0.313,84,0,debt_consolidation,0
L01473,634,43200,9100,0.678,77,2,medical,0
L01474,723,100200,45400,0.438,104,0,debt_consolidation,0
L01475,754,57100,41400,0.202,63,0,vehicle,0
L01476,692,76800,25000,0.315,65,0,home_improvement,1
L01477,705,16900,5700,0.227,71,0,vehicle,0
L01478,618,41700,7500,0.391,0,0,medical,1
L01479,825,51400,14700,0.15,54,0,other,0
L01480,706,76400,21000,0.395,19,0,vehicle,0
L01481,560,78100,21300,0.187,42,0,home_improvement,1
L01482,727,84600,43600,0.514,42,0,medical,0
L01483,576,53600,39000,0.432,47,0,debt_consolidation,0
L01484,840,49700,35000,0.493,121,0,medical,0
L01485,568,32600,7000,0.401,0,2,home_improvement,1
L01486,653,81700,34100,0.367,61,0,vehicle,0
L01487,654,20400,10700,0.385,24,0,debt_consolidation,0
L01488,713,54800,16600,0.02,45,0,home_improvement,0
L01489,646,23800,5700,0.139,33,0,debt_consolidation,0
L01490,667,40700,11700,0.389,63,0,vehicle,0
L01491,647,75300,16700,0.172,57,0,medical,0
L01492,616,34000,13200,0.412,77,0,other,0
L01493,687,38300,11600,0.443,90,1,other,0
L01494,710,25500,9400,0.237,78,1,home_improvement,0
L01495,618,44800,28600,0.393,0,0,medical,1
L01496,781,112400,24200,0.212,89,0,debt_consolidation,0
L01497,734,104300,70700,0.276,22,0,home_improvement,1
L01498,592,85000,49600,0.254,30,0,medical,1
L01499,695,82900,54400,0.474,79,1,other,0
L01500,751,34900,7300,0.397,102,0,medical,0
L01501,650,24300,7700,0.248,47,1,debt_consolidation,0
L01502,615,82700,16300,0.367,43,0,medical,0
L01503,687,60100,14700,0.345,105,0,medical,1
L01504,749,48300,28100,0.561,111,0,debt_consolidation,0
L01505,696,43100,8900,0.395,83,0,vehicle,0
L01506,708,58800,17400,0.322,11,0,debt_consolidation,0
L01507,604,78000,47700,0.296,29,1,home_improvement,1
L01508,642,23800,9500,0.447,58,1,vehicle,1
L01509,604,80600,41100,0.462,80,2,vehicle,0
L01510,779,44400,25400,0.66,3,0,medical,0
L01511,588,26400,16300,0.317,77,2,home_improvement,0
L01512,662,39600,12200,0.204,123,0,vehicle,0
L01513,840,49700,33700,0.484,19,0,medical,0
L01514,763,51100,9300,0.319,102,0,debt_consolidation,0
L01515,773,76200,41100,0.186,53,0,other,0
L01516,759,42100,27900,0.179,28,1,medical,0
L01517,652,28400,6300,0.423,27,0,home_improvement,1
L01518,589,35900,11600,0.334,38,0,medical,0
L01519,775,62600,37100,0.313,72,0,home_improvement,0
L01520,639,29400,16800,0.319,56,1,medical,1
L01521,669,26600,7100,0.401,83,0,vehicle,0
L01522,621,20600,7000,0.321,0,0,medical,1
L01523,768,80300,31700,0.507,25,0,home_improvement,0
L01524,759,32100,5500,0.241,15,0,other,0
L01525,630,34600,20100,0.113,149,1,debt_consolidation,0
L01526,655,36700,18000,0.35,41,0,medical,1
L01527,717,88000,50400,0.491,35,1,medical,0
L01528,704,82900,57400,0.373,96,0,debt_consolidation,0
L01529,509,148600,48500,0.162,66,0,home_improvement,0
L01530,700,27900,13100,0.078,19,0,vehicle,0
L01531,840,82500,30800,0.373,120,1,debt_consolidation,0
L01532,678,67900,32500,0.144,37,0,debt_consolidation,0
L01533,693,40100,22400,0.388,0,0,medical,1
L01534,492,47300,34900,0.194,64,0,debt_consolidation,1
L01535,840,89500,28000,0.369,108,0,debt_consolidation,0
L01536,729,76500,29800,0.2,0,0,medical,0
L01537,582,77000,29600,0.371,66,0,other,0
L01538,707,57700,23500,0.394,26,0,medical,0
L01539,771,39200,11100,0.351,113,0,other,0
L01540,697,50000,14200,0.254,6,0,other,0
L01541,661,31100,8100,0.368,0,0,home_improvement,1
L01542,690,49600,8500,0.288,60,0,debt_consolidation,0
L01543,604,46700,9100,0.355,69,0,home_improvement,0
L01544,746,25300,13600,0.333,12,0,vehicle,0
L01545,715,61200,34800,0.372,38,0,home_improvement,0
L01546,756,50400,35300,0.579,57,0,vehicle,0
L01547,711,25900,19300,0.492,80,0,vehicle,0
L01548,733,25300,17500,0.314,83,0,home_improvement,0
L01549,766,85600,36400,0.37,49,0,medical,0
L01550,816,56900,18400,0.415,0,1,home_improvement,0
L01551,547,51400,28600,0.282,100,0,vehicle,1
L01552,736,55700,13300,0.469,97,0,vehicle,0
L01553,737,30300,8600,0.383,77,0,vehicle,0
L01554,700,78500,33700,0.542,0,0,medical,0
L01555,759,46200,23000,0.606,22,0,medical,0
L01556,696,55800,30600,0.226,0,0,debt_consolidation,1
L01557,694,54300,32000,0.168,34,0,debt_consolidation,0
L01558,603,36900,22300,0.578,92,1,other,0
L01559,666,54900,39800,0.326,30,0,home_improvement,0
